id,samplingPoint.notation,samplingPoint.prefLabel,samplingPoint.longitude,samplingPoint.latitude,samplingPoint.region,samplingPoint.area,samplingPoint.subArea,samplingPoint.samplingPointStatus,samplingPoint.samplingPointType,phenomenonTime,samplingPurpose,sampleMaterialType,determinand.notation,determinand.prefLabel,result,unit
https://environment.data.gov.uk/water-quality/sampling-point/NE-RSN0088/sample/1797547/observation/0119,TEST-2,RSN0088 TOTLEY BROOK GILLFIELD WOOD,-1.5485,53.307,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2026-02-19T09:59:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,119,Ammonia un-ionised as N,0.00025,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-RSN0088/sample/1797547/observation/0135,TEST-2,RSN0088 TOTLEY BROOK GILLFIELD WOOD,-1.5485,53.307,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2026-02-19T09:59:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,135,"Solids, Suspended at 105 C",21,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-RSN0088/sample/1797547/observation/0162,TEST-2,RSN0088 TOTLEY BROOK GILLFIELD WOOD,-1.5485,53.307,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2026-02-19T09:59:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,162,Alkalinity to pH 4.5 as CaCO3,39,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-RSN0088/sample/1797547/observation/0172,TEST-2,RSN0088 TOTLEY BROOK GILLFIELD WOOD,-1.5485,53.307,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2026-02-19T09:59:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,172,Chloride,380,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-RSN0088/sample/1797547/observation/0180,TEST-2,RSN0088 TOTLEY BROOK GILLFIELD WOOD,-1.5485,53.307,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2026-02-19T09:59:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,180,"Orthophosphate, reactive as P",0.0038,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-RSN0088/sample/1797547/observation/0182,TEST-2,RSN0088 TOTLEY BROOK GILLFIELD WOOD,-1.5485,53.307,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2026-02-19T09:59:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,182,"Silica, reactive as SiO2",8.1,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-RSN0088/sample/1797547/observation/0301,TEST-2,RSN0088 TOTLEY BROOK GILLFIELD WOOD,-1.5485,53.307,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2026-02-19T09:59:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,301,"Carbon, Organic, Dissolved as C :- {DOC}",2.6,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-RSN0088/sample/1797547/observation/0348,TEST-2,RSN0088 TOTLEY BROOK GILLFIELD WOOD,-1.5485,53.307,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2026-02-19T09:59:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,348,"Phosphorus, Total as P",0.019,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-RSN0088/sample/1797547/observation/2896,TEST-2,RSN0088 TOTLEY BROOK GILLFIELD WOOD,-1.5485,53.307,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2026-02-19T09:59:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,2896,Flow Type,High Flow,Coded Result
https://environment.data.gov.uk/water-quality/sampling-point/NE-RSN0088/sample/1797547/observation/9901,TEST-2,RSN0088 TOTLEY BROOK GILLFIELD WOOD,-1.5485,53.307,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2026-02-19T09:59:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,9901,"Oxygen, Dissolved, % Saturation",100.2,PERCENTAGE
https://environment.data.gov.uk/water-quality/sampling-point/NE-RSN0088/sample/1797547/observation/9924,TEST-2,RSN0088 TOTLEY BROOK GILLFIELD WOOD,-1.5485,53.307,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2026-02-19T09:59:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,9924,"Oxygen, Dissolved as O2",13,MILLIGRAM PER LITRE
